,Assembly,pident,qcovs,Qval,#Organism Name,Organism Groups,Strain,BioSample,BioProject,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
2801,GCA_000639535.1,23,15,38,Staphylococcus aureus N1343,Bacteria;Terrabacteria group;Firmicutes,N1343,SAMN02391326,PRJNA226454,Scaffold,2.70433,32.8,,JIXL01,36.0,2533.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/535/GCA_000639535.1_Stap_aure_N1343_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/535/GCF_000639535.1_Stap_aure_N1343_V1
2802,GCA_000639555.1,22,15,37,Staphylococcus aureus P0218,Bacteria;Terrabacteria group;Firmicutes,P0218,SAMN02391339,PRJNA226467,Scaffold,2.81121,32.9,,JIXK01,37.0,2658.0,2014-04-23T12:41:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/555/GCA_000639555.1_Stap_aure_P0218_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/555/GCF_000639555.1_Stap_aure_P0218_V1
2803,GCA_000639575.1,21,13,34,Staphylococcus aureus PA11,Bacteria;Terrabacteria group;Firmicutes,PA11,SAMN02391316,PRJNA226443,Scaffold,2.69746,32.8,,JIXJ01,32.0,2534.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/575/GCA_000639575.1_Stap_aure_PA11_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/575/GCF_000639575.1_Stap_aure_PA11_V1
2804,GCA_000639595.1,20,13,33,Staphylococcus aureus PA57,Bacteria;Terrabacteria group;Firmicutes,PA57,SAMN02391317,PRJNA226444,Scaffold,2.71325,32.8,,JIXI01,30.0,2533.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/595/GCA_000639595.1_Stap_aure_PA57_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/595/GCF_000639595.1_Stap_aure_PA57_V1
2805,GCA_000639615.1,23,15,38,Staphylococcus aureus R0294,Bacteria;Terrabacteria group;Firmicutes,R0294,SAMN02391327,PRJNA226455,Scaffold,2.89049,32.9,,JIXH01,68.0,2780.0,2014-04-23T12:43:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/615/GCA_000639615.1_Stap_aure_R0294_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/615/GCF_000639615.1_Stap_aure_R0294_V1
2806,GCA_000639635.1,25,15,40,Staphylococcus aureus R0353,Bacteria;Terrabacteria group;Firmicutes,R0353,SAMN02391328,PRJNA226456,Scaffold,2.8504,32.9,,JIXG01,48.0,2722.0,2014-04-23T12:44:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/635/GCA_000639635.1_Stap_aure_R0353_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/635/GCF_000639635.1_Stap_aure_R0353_V1
2807,GCA_000639655.1,24,14,38,Staphylococcus aureus R0357,Bacteria;Terrabacteria group;Firmicutes,R0357,SAMN02391329,PRJNA226457,Scaffold,2.84105,32.9,,JIXF01,46.0,2700.0,2014-04-23T12:44:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/655/GCA_000639655.1_Stap_aure_R0357_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/655/GCF_000639655.1_Stap_aure_R0357_V1
2808,GCA_000639675.1,25,13,38,Staphylococcus aureus R0487,Bacteria;Terrabacteria group;Firmicutes,R0487,SAMN02391330,PRJNA226458,Scaffold,2.83661,32.9,,JIXE01,47.0,2710.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/675/GCA_000639675.1_Stap_aure_R0487_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/675/GCF_000639675.1_Stap_aure_R0487_V1
2809,GCA_000639695.1,24,15,39,Staphylococcus aureus R0545,Bacteria;Terrabacteria group;Firmicutes,R0545,SAMN02391331,PRJNA226459,Scaffold,2.82694,32.8,,JIXD01,58.0,2688.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/695/GCA_000639695.1_Stap_aure_R0545_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/695/GCF_000639695.1_Stap_aure_R0545_V1
2810,GCA_000639715.1,24,14,38,Staphylococcus aureus R0611,Bacteria;Terrabacteria group;Firmicutes,R0611,SAMN02391332,PRJNA226460,Scaffold,2.8335,32.9,,JIXC01,52.0,2701.0,2014-04-23T12:47:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/715/GCA_000639715.1_Stap_aure_R0611_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/715/GCF_000639715.1_Stap_aure_R0611_V1
2811,GCA_000639735.1,24,12,36,Staphylococcus aureus R0615,Bacteria;Terrabacteria group;Firmicutes,R0615,SAMN02391333,PRJNA226461,Scaffold,2.87409,32.8,,JIXB01,55.0,2733.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/735/GCA_000639735.1_Stap_aure_R0615_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/735/GCF_000639735.1_Stap_aure_R0615_V1
2812,GCA_000639755.1,21,14,35,Staphylococcus aureus Rd.3,Bacteria;Terrabacteria group;Firmicutes,Rd.3,SAMN02391365,PRJNA226493,Scaffold,2.75699,32.8,,JIWZ01,43.0,2562.0,2014-04-23T12:48:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/755/GCA_000639755.1_Stap_aure_Rd_3_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/755/GCF_000639755.1_Stap_aure_Rd_3_V1
2813,GCA_000639775.1,23,15,38,Staphylococcus aureus Rd.40,Bacteria;Terrabacteria group;Firmicutes,Rd.40,SAMN02391367,PRJNA226495,Scaffold,2.77336,32.8,,JIWY01,30.0,2599.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/775/GCA_000639775.1_Stap_aure_Rd_40_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/775/GCF_000639775.1_Stap_aure_Rd_40_V1
2814,GCA_000639795.1,23,15,38,Staphylococcus aureus Rd.51,Bacteria;Terrabacteria group;Firmicutes,Rd.51,SAMN02391368,PRJNA226496,Scaffold,2.79834,32.9,,JIWX01,29.0,2608.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/795/GCA_000639795.1_Stap_aure_Rd_51_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/795/GCF_000639795.1_Stap_aure_Rd_51_V1
2815,GCA_000639815.1,23,15,38,Staphylococcus aureus Rd.545,Bacteria;Terrabacteria group;Firmicutes,Rd.545,SAMN02391390,PRJNA226518,Scaffold,2.87382,32.9,,JIWW01,44.0,2732.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/815/GCA_000639815.1_Stap_aure_Rd_545_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/815/GCF_000639815.1_Stap_aure_Rd_545_V1
2816,GCA_000639835.1,23,15,38,Staphylococcus aureus Rd.60,Bacteria;Terrabacteria group;Firmicutes,Rd.60,SAMN02391369,PRJNA226497,Scaffold,2.7772,32.8,,JIWV01,31.0,2591.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/835/GCA_000639835.1_Stap_aure_Rd_60_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/835/GCF_000639835.1_Stap_aure_Rd_60_V1
2817,GCA_000639855.1,23,15,38,Staphylococcus aureus Rd.614,Bacteria;Terrabacteria group;Firmicutes,Rd.614,SAMN02391391,PRJNA226519,Scaffold,2.85471,32.9,,JIWU01,32.0,2711.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/855/GCA_000639855.1_Stap_aure_Rd_614_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/855/GCF_000639855.1_Stap_aure_Rd_614_V1
2818,GCA_000639875.1,23,15,38,Staphylococcus aureus Rd.9,Bacteria;Terrabacteria group;Firmicutes,Rd.9,SAMN02391366,PRJNA226494,Scaffold,2.87745,32.9,,JIWT01,49.0,2709.0,2014-04-23T12:52:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/875/GCA_000639875.1_Stap_aure_Rd_9_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/875/GCF_000639875.1_Stap_aure_Rd_9_V1
2819,GCA_000639895.1,21,14,35,Staphylococcus aureus S56_POEL,Bacteria;Terrabacteria group;Firmicutes,S56_POEL,SAMN02391311,PRJNA226438,Scaffold,2.85123,32.8,,JIWS01,68.0,2695.0,2014-04-23T12:53:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/895/GCA_000639895.1_Stap_aure_S56_POEL_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/895/GCF_000639895.1_Stap_aure_S56_POEL_V1
2820,GCA_000639915.1,23,16,39,Staphylococcus aureus S62_POEL,Bacteria;Terrabacteria group;Firmicutes,S62_POEL,SAMN02391312,PRJNA226439,Scaffold,2.86667,32.9,,JIWR01,51.0,2725.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/915/GCA_000639915.1_Stap_aure_S62_POEL_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/915/GCF_000639915.1_Stap_aure_S62_POEL_V1
2821,GCA_000639935.1,21,13,34,Staphylococcus aureus S69_POEL,Bacteria;Terrabacteria group;Firmicutes,S69_POEL,SAMN02391315,PRJNA226442,Scaffold,2.80974,32.8,,JIWO01,57.0,2641.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/935/GCA_000639935.1_Stap_aure_S69_POEL_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/935/GCF_000639935.1_Stap_aure_S69_POEL_V1
2822,GCA_000639955.1,21,14,35,Staphylococcus aureus SARM C4155,Bacteria;Terrabacteria group;Firmicutes,SARM C4155,SAMN02391273,PRJNA226399,Scaffold,2.74505,33.0,,JIWN01,34.0,2547.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/955/GCA_000639955.1_Stap_aure_SARM_C4155_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/955/GCF_000639955.1_Stap_aure_SARM_C4155_V1
2823,GCA_000639975.1,23,15,38,Staphylococcus aureus SARM C5621,Bacteria;Terrabacteria group;Firmicutes,SARM C5621,SAMN02391274,PRJNA226400,Scaffold,2.76746,32.8,,JIWM01,27.0,2601.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/975/GCA_000639975.1_Stap_aure_SARM_C5621_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/975/GCF_000639975.1_Stap_aure_SARM_C5621_V1
2824,GCA_000639995.1,23,15,38,Staphylococcus aureus Sau 194,Bacteria;Terrabacteria group;Firmicutes,Sau 194,SAMN02391209,PRJNA226335,Scaffold,2.8012,32.8,,JIWL01,37.0,2624.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/639/995/GCA_000639995.1_Stap_aure_Sau_194_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/639/995/GCF_000639995.1_Stap_aure_Sau_194_V1
2825,GCA_000640015.1,21,14,35,Staphylococcus aureus Sau 44,Bacteria;Terrabacteria group;Firmicutes,Sau 44,SAMN02391201,PRJNA226327,Scaffold,2.83653,32.9,,JIWK01,35.0,2652.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/015/GCA_000640015.1_Stap_aure_Sau_44_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/015/GCF_000640015.1_Stap_aure_Sau_44_V1
2826,GCA_000640035.1,23,15,38,Staphylococcus aureus Sau 46,Bacteria;Terrabacteria group;Firmicutes,Sau 46,SAMN02391202,PRJNA226328,Scaffold,2.7346,32.9,,JIWJ01,29.0,2559.0,2014-04-23T12:58:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/035/GCA_000640035.1_Stap_aure_Sau_46_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/035/GCF_000640035.1_Stap_aure_Sau_46_V1
2827,GCA_000640055.1,23,15,38,Staphylococcus aureus Sau 47,Bacteria;Terrabacteria group;Firmicutes,Sau 47,SAMN02391203,PRJNA226329,Scaffold,2.7837,32.9,,JIWI01,44.0,2596.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/055/GCA_000640055.1_Stap_aure_Sau_47_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/055/GCF_000640055.1_Stap_aure_Sau_47_V1
2828,GCA_000640075.1,21,15,36,Staphylococcus aureus Sau 74,Bacteria;Terrabacteria group;Firmicutes,Sau 74,SAMN02391204,PRJNA226330,Scaffold,2.73216,32.9,,JIWH01,33.0,2532.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/075/GCA_000640075.1_Stap_aure_Sau_74_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/075/GCF_000640075.1_Stap_aure_Sau_74_V1
2829,GCA_000640095.1,21,14,35,Staphylococcus aureus Sau 93,Bacteria;Terrabacteria group;Firmicutes,Sau 93,SAMN02391205,PRJNA226331,Scaffold,2.813,32.8,,JIWG01,32.0,2638.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/095/GCA_000640095.1_Stap_aure_Sau_93_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/095/GCF_000640095.1_Stap_aure_Sau_93_V1
2830,GCA_000640115.1,21,14,35,Staphylococcus aureus Sau 95,Bacteria;Terrabacteria group;Firmicutes,Sau 95,SAMN02391206,PRJNA226332,Scaffold,2.80105,32.9,,JIWF01,34.0,2606.0,2014-04-23T13:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/115/GCA_000640115.1_Stap_aure_Sau_95_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/115/GCF_000640115.1_Stap_aure_Sau_95_V1
2831,GCA_000640135.1,21,14,35,Staphylococcus aureus Sau 98,Bacteria;Terrabacteria group;Firmicutes,Sau 98,SAMN02391207,PRJNA226333,Scaffold,2.74096,32.9,,JIWE01,30.0,2557.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/135/GCA_000640135.1_Stap_aure_Sau_98_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/135/GCF_000640135.1_Stap_aure_Sau_98_V1
2832,GCA_000640155.1,23,16,39,Staphylococcus aureus Sau 99,Bacteria;Terrabacteria group;Firmicutes,Sau 99,SAMN02391208,PRJNA226334,Scaffold,2.78119,32.9,,JIWD01,30.0,2583.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/155/GCA_000640155.1_Stap_aure_Sau_99_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/155/GCF_000640155.1_Stap_aure_Sau_99_V1
2833,GCA_000640175.1,22,14,36,Staphylococcus aureus Tur-12,Bacteria;Terrabacteria group;Firmicutes,Tur-12,SAMN02391382,PRJNA226510,Scaffold,2.90374,32.7,,JIWC01,57.0,2753.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/175/GCA_000640175.1_Stap_aure_Tur-12_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/175/GCF_000640175.1_Stap_aure_Tur-12_V1
2834,GCA_000640195.1,23,15,38,Staphylococcus aureus Tur-15,Bacteria;Terrabacteria group;Firmicutes,Tur-15,SAMN02391383,PRJNA226511,Scaffold,2.82622,32.9,,JIWB01,34.0,2666.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/195/GCA_000640195.1_Stap_aure_Tur-15_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/195/GCF_000640195.1_Stap_aure_Tur-15_V1
2835,GCA_000640215.1,20,13,33,Staphylococcus aureus Tur-16,Bacteria;Terrabacteria group;Firmicutes,Tur-16,SAMN02391200,PRJNA226326,Scaffold,2.74893,32.9,,JIWA01,24.0,2555.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/215/GCA_000640215.1_Stap_aure_Tur-16_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/215/GCF_000640215.1_Stap_aure_Tur-16_V1
2836,GCA_000640235.1,24,16,40,Staphylococcus aureus Tur-20,Bacteria;Terrabacteria group;Firmicutes,Tur-20,SAMN02391378,PRJNA226506,Scaffold,2.7864,32.9,,JIVZ01,49.0,2618.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/235/GCA_000640235.1_Stap_aure_Tur-20_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/235/GCF_000640235.1_Stap_aure_Tur-20_V1
2837,GCA_000640255.1,23,15,38,Staphylococcus aureus Tur-22,Bacteria;Terrabacteria group;Firmicutes,Tur-22,SAMN02391379,PRJNA226507,Scaffold,2.82085,32.9,,JIVY01,41.0,2656.0,2014-04-23T13:05:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/255/GCA_000640255.1_Stap_aure_Tur-22_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/255/GCF_000640255.1_Stap_aure_Tur-22_V1
2838,GCA_000640275.1,23,15,38,Staphylococcus aureus Tur-6,Bacteria;Terrabacteria group;Firmicutes,Tur-6,SAMN02391381,PRJNA226509,Scaffold,2.83085,32.9,,JIVV01,37.0,2680.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/275/GCA_000640275.1_Stap_aure_Tur-6_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/275/GCF_000640275.1_Stap_aure_Tur-6_V1
2839,GCA_000640295.1,20,13,33,Staphylococcus aureus UB 08-116,Bacteria;Terrabacteria group;Firmicutes,UB 08-116,SAMN02391158,PRJNA226284,Scaffold,2.74097,32.9,,JIVU01,29.0,2554.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/295/GCA_000640295.1_Stap_aure_UB_08-116_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/295/GCF_000640295.1_Stap_aure_UB_08-116_V1
2840,GCA_000640315.1,20,13,33,Staphylococcus aureus UB 08-172,Bacteria;Terrabacteria group;Firmicutes,UB 08-172,SAMN02391159,PRJNA226285,Scaffold,2.78115,32.9,,JIVT01,30.0,2631.0,2014-04-23T13:08:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/315/GCA_000640315.1_Stap_aure_UB_08-172_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/315/GCF_000640315.1_Stap_aure_UB_08-172_V1
2841,GCA_000640335.1,23,14,37,Staphylococcus aureus USA_1,Bacteria;Terrabacteria group;Firmicutes,USA_1,SAMN02391429,PRJNA226558,Scaffold,2.78817,32.9,,JIVS01,21.0,2628.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/335/GCA_000640335.1_Stap_aure_USA_1_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/335/GCF_000640335.1_Stap_aure_USA_1_V1
2842,GCA_000640355.1,23,15,38,Staphylococcus aureus USA_11,Bacteria;Terrabacteria group;Firmicutes,USA_11,SAMN02391434,PRJNA226564,Scaffold,2.72857,32.9,,JIVR01,24.0,2540.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/355/GCA_000640355.1_Stap_aure_USA_11_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/355/GCF_000640355.1_Stap_aure_USA_11_V1
2843,GCA_000640375.1,23,15,38,Staphylococcus aureus USA_12,Bacteria;Terrabacteria group;Firmicutes,USA_12,SAMN02391435,PRJNA226565,Scaffold,2.73776,32.9,,JIVQ01,25.0,2551.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/375/GCA_000640375.1_Stap_aure_USA_12_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/375/GCF_000640375.1_Stap_aure_USA_12_V1
2844,GCA_000640395.1,23,15,38,Staphylococcus aureus USA_15,Bacteria;Terrabacteria group;Firmicutes,USA_15,SAMN02391436,PRJNA226566,Scaffold,2.76533,32.9,,JIVP01,25.0,2602.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/395/GCA_000640395.1_Stap_aure_USA_15_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/395/GCF_000640395.1_Stap_aure_USA_15_V1
2845,GCA_000640415.1,23,15,38,Staphylococcus aureus USA_8,Bacteria;Terrabacteria group;Firmicutes,USA_8,SAMN02391432,PRJNA226561,Scaffold,2.81852,32.9,,JIVN01,46.0,2650.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/415/GCA_000640415.1_Stap_aure_USA_8_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/415/GCF_000640415.1_Stap_aure_USA_8_V1
2846,GCA_000640435.1,23,15,38,Staphylococcus aureus USA_9,Bacteria;Terrabacteria group;Firmicutes,USA_9,SAMN02391433,PRJNA226562,Scaffold,2.73694,32.9,,JIVM01,25.0,2548.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/435/GCA_000640435.1_Stap_aure_USA_9_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/435/GCF_000640435.1_Stap_aure_USA_9_V1
2847,GCA_000640455.1,23,15,38,Staphylococcus aureus USA7,Bacteria;Terrabacteria group;Firmicutes,USA7,SAMN02391431,PRJNA226560,Scaffold,2.73677,32.9,,JIVL01,21.0,2554.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/455/GCA_000640455.1_Stap_aure_USA7_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/455/GCF_000640455.1_Stap_aure_USA7_V1
2848,GCA_000640475.1,23,17,40,Staphylococcus aureus VE07/03048STA,Bacteria;Terrabacteria group;Firmicutes,VE07/03048STA,SAMN02391275,PRJNA226401,Scaffold,2.78627,32.8,,JIVK01,43.0,2610.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/475/GCA_000640475.1_Stap_aure_VE07_03048STA_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/475/GCF_000640475.1_Stap_aure_VE07_03048STA_V1
2849,GCA_000640495.1,23,15,38,Staphylococcus aureus VE08/02126ST1,Bacteria;Terrabacteria group;Firmicutes,VE08/02126ST1,SAMN02391276,PRJNA226402,Scaffold,2.76036,32.9,,JIVJ01,35.0,2585.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/495/GCA_000640495.1_Stap_aure_VE08_02126ST1_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/495/GCF_000640495.1_Stap_aure_VE08_02126ST1_V1
2850,GCA_000640515.1,23,15,38,Staphylococcus aureus VE08/02244ST1,Bacteria;Terrabacteria group;Firmicutes,VE08/02244ST1,SAMN02391278,PRJNA226404,Scaffold,2.75957,32.9,,JIVH01,33.0,2578.0,2014-04-23T13:14:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/515/GCA_000640515.1_Stap_aure_VE08_02244ST1_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/515/GCF_000640515.1_Stap_aure_VE08_02244ST1_V1
2851,GCA_000640535.1,23,15,38,Staphylococcus aureus VET0051R,Bacteria;Terrabacteria group;Firmicutes,VET0051R,SAMN02403974,PRJNA228481,Scaffold,2.76174,32.8,,JIVF01,33.0,2583.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/535/GCA_000640535.1_Stap_aure_VET0051R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/535/GCF_000640535.1_Stap_aure_VET0051R_V1
2852,GCA_000640555.1,23,15,38,Staphylococcus aureus VET0052R,Bacteria;Terrabacteria group;Firmicutes,VET0052R,SAMN02403975,PRJNA228482,Scaffold,2.80191,32.8,,JIVE01,41.0,2614.0,2014-04-23T13:16:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/555/GCA_000640555.1_Stap_aure_VET0052R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/555/GCF_000640555.1_Stap_aure_VET0052R_V1
2853,GCA_000640575.1,23,15,38,Staphylococcus aureus VET0053R,Bacteria;Terrabacteria group;Firmicutes,VET0053R,SAMN02403976,PRJNA228483,Scaffold,2.83701,32.9,,JIVD01,37.0,2695.0,2014-04-17T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/575/GCA_000640575.1_Stap_aure_VET0053R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/575/GCF_000640575.1_Stap_aure_VET0053R_V1
2854,GCA_000640595.1,23,16,39,Staphylococcus aureus VET0054R,Bacteria;Terrabacteria group;Firmicutes,VET0054R,SAMN02403977,PRJNA228484,Scaffold,2.76001,32.8,,JIVC01,32.0,2588.0,2014-04-23T13:17:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/640/595/GCA_000640595.1_Stap_aure_VET0054R_V1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/640/595/GCF_000640595.1_Stap_aure_VET0054R_V1
