Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_000636455.1,23,16,39,1110700610,2.75989,JJEC01,31,2850,2681
GCA_000636475.1,23,16,39,1110701127,2.74165,JJEB01,42,2837,2655
GCA_000636495.1,23,15,38,1110802883,2.71959,JJEA01,31,2792,2633
GCA_000636515.1,14,14,28,1110803248,2.78045,JJDZ01,62,2893,2733
GCA_000636535.1,21,13,34,1110807699,2.73691,JJDY01,26,2830,2656
GCA_000636555.1,24,15,39,1110904178,2.76919,JJDX01,42,2881,2693
GCA_000636575.1,12,12,24,1111000175,2.7461,JJDW01,47,2836,2675
GCA_000636595.1,11,13,24,1111000177,2.73954,JJDV01,61,2831,2666
GCA_000636615.1,11,12,23,1111100370,2.72387,JJDT01,56,2801,2641
GCA_000636635.1,21,13,34,1111101949,2.72041,JJDS01,28,2832,2656
GCA_000636655.1,20,14,34,1111102620,2.73719,JJDR01,33,2845,2664
GCA_000636675.1,23,15,38,1111200013,2.80112,JJDQ01,44,2891,2697
GCA_000636695.1,21,13,34,1111203374,2.75229,JJDP01,45,2864,2681
GCA_000636715.1,23,15,38,1111205429,2.79356,JJDO01,56,2895,2700
GCA_000636735.1,21,14,35,1111206270,2.79548,JJDN01,44,2938,2742
GCA_000636755.1,23,16,39,11P4,2.76818,JJDM01,34,2867,2682
GCA_000636775.1,24,14,38,11P8,2.82821,JJDL01,45,2944,2765
GCA_000636795.1,11,12,23,11S00605,2.73899,JJDK01,51,2833,2675
GCA_000636815.1,20,12,32,11S00627,2.80021,JJDJ01,31,2921,2737
GCA_000636835.1,11,12,23,11S01415,2.77854,JJDI01,50,2885,2714
GCA_000636855.1,20,14,34,11S01586,2.77558,JJDG01,32,2895,2713
GCA_000636875.1,15,16,31,12-03481,2.70493,JJDF01,36,2834,2671
GCA_000636895.1,20,14,34,122,2.70922,JJDE01,26,2802,2626
GCA_000636915.1,24,15,39,12464,2.81175,JJDD01,41,2911,2722
GCA_000636935.1,11,12,23,12S00040,2.72004,JJDC01,44,2796,2648
GCA_000636955.1,23,16,39,12S00579,2.79861,JJDB01,50,2915,2721
GCA_000636975.1,20,12,32,12S00881,2.80272,JJDA01,25,2930,2748
GCA_000636995.1,20,12,32,12S01153,2.86277,JJCY01,42,3000,2805
GCA_000637015.1,21,13,34,12S01399,2.78549,JJCX01,36,2920,2721
GCA_000637035.1,11,12,23,12-ST01564,2.74754,JJCW01,53,2835,2671
GCA_000637055.1,21,12,33,12-ST01988,2.86711,JJCV01,45,3015,2817
GCA_000637075.1,12,12,24,13-ST00049,2.78738,JJCU01,54,2905,2739
GCA_000637095.1,23,15,38,14(11MN_17-08-66-05),2.75739,JJCT01,36,2836,2650
GCA_000637115.1,22,14,36,150211/pool 1,2.7493,JJCR01,44,2831,2629
GCA_000637135.1,23,15,38,16(11S1S4-09),2.79927,JJCQ01,39,2889,2705
GCA_000637155.1,22,14,36,18439-17,2.75975,JJCP01,29,2833,2658
GCA_000637175.1,22,14,36,18439-62,2.79097,JJCO01,35,2881,2698
GCA_000637195.1,13,16,29,18754-2,2.85597,JJCN01,58,2979,2809
GCA_000637215.1,21,15,36,19571,2.77043,JJCM01,40,2903,2712
GCA_000637235.1,23,15,38,2(04HN_17-03-52-05),2.79862,JJCL01,33,2910,2714
GCA_000637255.1,23,15,38,2009-60-561-1,2.82967,JJCK01,39,2959,2747
GCA_000637275.1,23,16,39,2010-60-1240-1,2.93535,JJCJ01,55,3091,2886
GCA_000637295.1,20,13,33,2010-60-6063-29,2.73895,JJCI01,27,2850,2663
GCA_000637315.1,23,15,38,2010-60-6063-39,2.77958,JJCH01,32,2899,2709
GCA_000637335.1,21,14,35,2010-60-6511-10,2.80695,JJCG01,45,2932,2741
GCA_000637355.1,23,14,37,2010-60-6511-39,2.8599,JJCF01,47,2990,2796
GCA_000637375.1,21,15,36,2010-60-6511-5,2.86762,JJCE01,57,2980,2783
GCA_000637395.1,19,12,31,2010-60-7626-19,2.75086,JJCD01,30,2862,2675
GCA_000637415.1,22,14,36,2011-60-1490-31,2.8612,JJCC01,69,2957,2752
GCA_000637435.1,21,15,36,2011-60-2078-5,2.79285,JJCB01,49,2933,2733
GCA_000637455.1,20,13,33,2011-60-2256-5,2.7828,JJCA01,36,2909,2722
GCA_000637475.1,23,16,39,2011-60-2275-1,2.87803,JJBZ01,52,3004,2815
GCA_000637495.1,21,13,34,22825,2.74146,JJBW01,35,2848,2654
GCA_000637515.1,21,13,34,22835,2.74714,JJBV01,33,2846,2662
GCA_000637535.1,20,14,34,22837,2.74296,JJBU01,37,2849,2655
GCA_000637555.1,21,13,34,22838,2.74484,JJBT01,33,2848,2663
GCA_000637575.1,20,13,33,22841,2.74172,JJBS01,27,2831,2653
GCA_000637595.1,20,13,33,22843,2.75042,JJBR01,39,2846,2657
GCA_000637615.1,20,13,33,22846,2.74323,JJBQ01,32,2840,2658
GCA_000637635.1,23,15,38,22P79,2.77808,JJBP01,38,2874,2695
GCA_000637655.1,20,13,33,23237,2.73732,JJBO01,33,2828,2659
GCA_000637675.1,24,16,40,2393-15,2.77814,JJBN01,36,2911,2712
GCA_000637695.1,23,15,38,2393-19,2.76729,JJBM01,33,2891,2707
GCA_000637715.1,23,14,37,25(2889),2.81967,JJBL01,35,2951,2761
GCA_000637735.1,22,14,36,27999-3,2.75034,JJBK01,37,2822,2640
GCA_000637755.1,21,15,36,28(18S1K13-24-05),2.82768,JJBJ01,56,2953,2752
GCA_000637775.1,23,15,38,36P1,2.72886,JJBH01,32,2838,2657
GCA_000637795.1,23,15,38,36P5,2.75215,JJBG01,28,2835,2661
GCA_000637815.1,23,14,37,37(18S2S5-05),2.87324,JJBF01,54,2995,2793
GCA_000637835.1,23,15,38,40P10,2.76558,JJBE01,36,2878,2691
GCA_000637855.1,23,15,38,40P5 1_1,2.75373,JJBD01,46,2860,2696
GCA_000637875.1,23,15,38,43P3,2.73219,JJBC01,21,2806,2652
GCA_000637895.1,23,15,38,43P8,2.7341,JJBB01,25,2832,2653
GCA_000637915.1,23,15,38,44(2608),2.83073,JJBA01,45,2969,2772
GCA_000637935.1,23,16,39,47P5,2.78991,JJAY01,38,2883,2700
GCA_000637955.1,23,15,38,47P9,2.77273,JJAX01,39,2870,2689
GCA_000637975.1,21,15,36,5670-1,2.79497,JJAV01,39,2893,2699
GCA_000637995.1,23,15,38,56824-10,2.85116,JJAU01,56,2928,2739
GCA_000638015.1,21,14,35,56824-15,2.77576,JJAT01,34,2856,2677
GCA_000638035.1,21,16,37,56824-2,2.73365,JJAS01,32,2816,2631
GCA_000638055.1,21,14,35,56824-21,2.80488,JJAR01,45,2890,2700
GCA_000638075.1,24,15,39,56824-5,2.82412,JJAQ01,34,2922,2724
GCA_000638095.1,23,16,39,56824-7,2.80967,JJAP01,36,2923,2726
GCA_000638115.1,13,16,29,56864-11,2.87799,JJAO01,59,2993,2817
GCA_000638135.1,22,15,37,6665-5,2.79137,JJAM01,32,2888,2697
GCA_000638155.1,23,16,39,75495-3,2.8193,JJAL01,46,2912,2717
GCA_000638175.1,23,15,38,76669-6,2.73801,JJAK01,37,2817,2626
GCA_000638195.1,14,15,29,7-B-1,2.78406,JJAJ01,68,2918,2745
GCA_000638215.1,20,13,33,81070,2.8138,JJAI01,43,2940,2750
GCA_000638235.1,23,16,39,84069-2,2.80634,JJAG01,32,2936,2741
GCA_000638255.1,23,17,40,86770-7,2.77017,JJAF01,37,2872,2682
GCA_000638275.1,24,15,39,87807-1,2.76936,JJAE01,31,2875,2688
GCA_000638295.1,24,19,43,87807-11,2.74437,JJAD01,44,2857,2664
GCA_000638315.1,22,14,36,87807-12,2.77424,JJAC01,41,2851,2659
GCA_000638335.1,21,14,35,87807-16,2.7687,JJAB01,38,2865,2671
GCA_000638355.1,21,14,35,87807-9,2.78994,JJAA01,29,2908,2725
GCA_000638375.1,21,14,35,88088-1,2.82613,JIZZ01,43,2918,2732
GCA_000638395.1,24,15,39,88088-2,2.7831,JIZY01,44,2883,2693
GCA_000638415.1,23,15,38,9P9,2.73769,JIZX01,31,2799,2620
GCA_000638435.1,22,15,37,BG407,2.8079,JIZW01,45,2908,2704
GCA_000638455.1,22,15,37,C0630,2.80441,JIZU01,31,2916,2734
GCA_000638475.1,22,15,37,C0637,2.80663,JIZT01,28,2913,2733
GCA_000638495.1,93,56,149,C0673,2.86451,JIZS01,38,2831,2725
GCA_000638515.1,23,15,38,C1655,2.79522,JIZQ01,31,2883,2709
GCA_000638535.1,21,14,35,C1673,2.82742,JIZP01,41,2934,2757
GCA_000638555.1,21,14,35,C1842,2.86389,JIZO01,48,2996,2800
GCA_000638575.1,24,15,39,C1891,2.84625,JIZN01,41,3002,2805
GCA_000638595.1,23,15,38,C1894,2.79764,JIZM01,36,2922,2731
GCA_000638615.1,22,15,37,C2549,2.69648,JIZL01,29,2785,2612
GCA_000638635.1,23,15,38,C2679,2.67786,JIZK01,28,2770,2593
GCA_000638655.1,23,17,40,C2706,2.8311,JIZJ01,38,2954,2766
GCA_000638675.1,24,16,40,C2928,2.85641,JIZI01,42,2989,2798
GCA_000638695.1,23,15,38,C2930,2.79264,JIZH01,34,2906,2729
GCA_000638715.1,23,16,39,C2942,2.8313,JIZG01,59,2961,2760
GCA_000638735.1,24,15,39,C3489,2.76582,JIZE01,45,2896,2709
GCA_000638755.1,21,15,36,C3672,2.85104,JIZD01,43,2993,2788
GCA_000638775.1,21,14,35,C3865,2.79621,JIZC01,35,2917,2732
GCA_000638795.1,22,15,37,C3965,2.69441,JIZB01,32,2788,2603
GCA_000638815.1,23,15,38,C4151,2.75918,JIZA01,23,2858,2683
GCA_000638835.1,22,14,36,C4155,2.73762,JIYZ01,32,2830,2645
GCA_000638855.1,21,13,34,C4668,2.78212,JIYY01,36,2882,2688
GCA_000638875.1,20,14,34,C5086,2.70927,JIYX01,25,2799,2630
GCA_000638895.1,24,15,39,C5453,2.77545,JIYW01,25,2864,2689
GCA_000638915.1,23,14,37,Chi-10,2.8485,JIYV01,41,2968,2782
GCA_000638935.1,23,14,37,Chi-4,2.81974,JIYU01,35,2928,2741
GCA_000638955.1,23,15,38,Chi-8,2.91697,JIYT01,43,3055,2870
GCA_000638975.1,23,14,37,DICM09/00997-9HST2,2.89324,JIYS01,53,3038,2844
GCA_000638995.1,23,15,38,DICM09/01587-13HST,2.79157,JIYR01,30,2899,2713
GCA_000639015.1,22,14,36,FP_N239,2.75782,JIYQ01,38,2847,2661
GCA_000639035.1,23,16,39,FP_N5203 OX,2.80158,JIYP01,32,2909,2705
GCA_000639055.1,21,15,36,FP_N5208 OX,2.79657,JIYO01,42,2887,2699
GCA_000639075.1,23,15,38,GD2010-052,2.8095,JIYN01,35,2904,2714
GCA_000639095.1,23,15,38,GD2010-061,2.76148,JIYM01,33,2866,2680
GCA_000639115.1,23,16,39,GD2010-090,2.78018,JIYL01,48,2903,2714
GCA_000639135.1,21,14,35,GD2010-102,2.77245,JIYK01,41,2876,2679
GCA_000639155.1,25,15,40,GD2010-107,2.75592,JIYJ01,31,2859,2673
GCA_000639175.1,23,14,37,GD2010-110,2.79962,JIYI01,35,2917,2718
GCA_000639195.1,21,14,35,GD2010-112,2.77267,JIYH01,42,2885,2682
GCA_000639215.1,21,14,35,GD2010-115,2.77847,JIYG01,43,2883,2684
GCA_000639235.1,21,14,35,GD2010-131,2.84384,JIYF01,54,2962,2770
GCA_000639255.1,23,16,39,GD2010-147,2.78278,JIYE01,29,2898,2719
GCA_000639275.1,23,15,38,GD2010-155,2.77014,JIYD01,24,2879,2689
GCA_000639295.1,23,15,38,GD2010-158,2.78658,JIYC01,33,2893,2705
GCA_000639315.1,21,15,36,GD2010-168,2.71141,JIYA01,41,2789,2607
GCA_000639335.1,21,14,35,GD2010-177,2.77281,JIXY01,38,2880,2678
GCA_000639355.1,20,13,33,M118-B,2.78691,JIXX01,33,2909,2730
GCA_000639375.1,21,13,34,M267-1,2.77869,JIXW01,23,2885,2707
GCA_000639395.1,20,14,34,M357,2.72824,JIXV01,29,2828,2659
GCA_000639415.1,21,13,34,M457-1,2.72675,JIXU01,28,2828,2646
GCA_000639435.1,23,15,38,M520-1,2.78615,JIXT01,35,2888,2695
GCA_000639455.1,24,15,39,MRSA-118,2.82944,JIXS01,27,2975,2768
GCA_000639475.1,24,15,39,MRSA-136,2.84782,JIXR01,48,3009,2793
GCA_000639495.1,23,15,38,MSSA-93,2.76817,JIXN01,39,2890,2705
GCA_000639515.1,21,13,34,N0426,2.84296,JIXM01,36,2960,2777
GCA_000639535.1,23,15,38,N1343,2.70433,JIXL01,36,2799,2613
GCA_000639555.1,22,15,37,P0218,2.81121,JIXK01,37,2920,2737
GCA_000639575.1,21,13,34,PA11,2.69746,JIXJ01,32,2802,2620
GCA_000639595.1,20,14,34,PA57,2.71325,JIXI01,30,2815,2629
GCA_000639615.1,23,15,38,R0294,2.89049,JIXH01,68,3048,2848
GCA_000639635.1,25,15,40,R0353,2.8504,JIXG01,48,3007,2807
GCA_000639655.1,24,14,38,R0357,2.84105,JIXF01,46,2988,2784
GCA_000639675.1,25,13,38,R0487,2.83661,JIXE01,47,2986,2777
GCA_000639695.1,24,15,39,R0545,2.82694,JIXD01,58,2962,2759
GCA_000639715.1,24,15,39,R0611,2.8335,JIXC01,52,2988,2784
GCA_000639735.1,24,12,36,R0615,2.87409,JIXB01,55,3040,2819
GCA_000639755.1,21,14,35,Rd.3,2.75699,JIWZ01,43,2864,2663
GCA_000639775.1,23,15,38,Rd.40,2.77336,JIWY01,30,2878,2699
GCA_000639795.1,23,15,38,Rd.51,2.79834,JIWX01,29,2892,2706
GCA_000639815.1,23,15,38,Rd.545,2.87382,JIWW01,44,3014,2830
GCA_000639835.1,23,15,38,Rd.60,2.7772,JIWV01,31,2882,2696
GCA_000639855.1,23,15,38,Rd.614,2.85471,JIWU01,32,2985,2807
GCA_000639875.1,23,15,38,Rd.9,2.87745,JIWT01,49,3002,2807
GCA_000639895.1,21,14,35,S56_POEL,2.85123,JIWS01,68,2990,2781
GCA_000639915.1,23,16,39,S62_POEL,2.86667,JIWR01,51,3029,2822
GCA_000639935.1,21,13,34,S69_POEL,2.80974,JIWO01,57,2912,2735
GCA_000639955.1,21,14,35,SARM C4155,2.74505,JIWN01,34,2841,2645
GCA_000639975.1,23,15,38,SARM C5621,2.76746,JIWM01,27,2886,2700
GCA_000639995.1,23,15,38,Sau 194,2.8012,JIWL01,37,2913,2716
GCA_000640015.1,22,14,36,Sau 44,2.83653,JIWK01,35,2954,2762
GCA_000640035.1,23,15,38,Sau 46,2.7346,JIWJ01,29,2836,2649
GCA_000640055.1,24,15,39,Sau 47,2.7837,JIWI01,44,2883,2686
GCA_000640075.1,21,16,37,Sau 74,2.73216,JIWH01,33,2814,2633
GCA_000640095.1,22,14,36,Sau 93,2.813,JIWG01,32,2918,2739
GCA_000640115.1,21,14,35,Sau 95,2.80105,JIWF01,34,2897,2709
GCA_000640135.1,21,15,36,Sau 98,2.74096,JIWE01,30,2839,2660
GCA_000640155.1,23,17,40,Sau 99,2.78119,JIWD01,30,2885,2692
GCA_000640175.1,22,14,36,Tur-12,2.90374,JIWC01,57,3062,2858
GCA_000640195.1,23,15,38,Tur-15,2.82622,JIWB01,34,2949,2766
GCA_000640215.1,20,14,34,Tur-16,2.74893,JIWA01,24,2844,2665
GCA_000640235.1,24,16,40,Tur-20,2.7864,JIVZ01,49,2894,2705
GCA_000640255.1,23,15,38,Tur-22,2.82085,JIVY01,41,2948,2756
GCA_000640275.1,23,15,38,Tur-6,2.83085,JIVV01,37,2977,2782
GCA_000640295.1,21,13,34,UB 08-116,2.74097,JIVU01,29,2825,2660
GCA_000640315.1,21,13,34,UB 08-172,2.78115,JIVT01,30,2903,2728
GCA_000640335.1,23,14,37,USA_1,2.78817,JIVS01,21,2899,2725
GCA_000640355.1,23,16,39,USA_11,2.72857,JIVR01,24,2827,2647
GCA_000640375.1,23,15,38,USA_12,2.73776,JIVQ01,25,2841,2658
GCA_000640395.1,23,16,39,USA_15,2.76533,JIVP01,25,2873,2707
GCA_000640415.1,23,15,38,USA_8,2.81852,JIVN01,46,2936,2754
GCA_000640435.1,23,15,38,USA_9,2.73694,JIVM01,25,2828,2653
GCA_000640455.1,23,15,38,USA7,2.73677,JIVL01,21,2840,2663
GCA_000640475.1,24,17,41,VE07/03048STA,2.78627,JIVK01,43,2901,2717
GCA_000640495.1,23,15,38,VE08/02126ST1,2.76036,JIVJ01,35,2872,2680
GCA_000640515.1,23,15,38,VE08/02244ST1,2.75957,JIVH01,33,2869,2687
GCA_000640535.1,23,15,38,VET0051R,2.76174,JIVF01,33,2876,2683
GCA_000640555.1,23,15,38,VET0052R,2.80191,JIVE01,41,2901,2713
GCA_000640575.1,24,15,39,VET0053R,2.83701,JIVD01,37,2988,2789
GCA_000640595.1,23,16,39,VET0054R,2.76001,JIVC01,32,2862,2685
GCA_000640615.1,23,15,38,VET0055R,2.83448,JIVB01,69,2964,2753
GCA_000640635.1,21,15,36,VET0057R,2.84217,JIVA01,57,2967,2768
GCA_000640655.1,21,14,35,VET0059R,2.82678,JIUY01,42,2910,2747
GCA_000640675.1,21,14,35,VET0060R,2.82267,JIUX01,44,2946,2754
GCA_000640695.1,23,15,38,VET0061R,2.88273,JIUW01,44,3016,2822
GCA_000640715.1,23,15,38,VET0062R,2.82845,JIUV01,35,2958,2772
GCA_000640735.1,23,15,38,VET0063R,2.83979,JIUU01,45,2957,2770
GCA_000640755.1,22,14,36,VET0065R,2.75381,JIUT01,35,2853,2661
GCA_000640775.1,23,15,38,VET0066R,2.84565,JIUS01,38,2985,2790
GCA_000640795.1,23,15,38,VET0067R,2.86131,JIUR01,41,2994,2803
GCA_000640815.1,23,15,38,VET0069R,2.88178,JIUQ01,48,3020,2825
GCA_000640835.1,23,15,38,VET0070R,2.81188,JIUP01,39,2936,2750
GCA_000640855.1,21,14,35,VET0072R,2.79091,JIUO01,44,2890,2700
GCA_000640875.1,21,14,35,VET0073R,2.79632,JIUN01,51,2909,2707
GCA_000640895.1,23,14,37,VET0075R,2.77527,JIUM01,38,2876,2684
GCA_000640915.1,23,14,37,VET0076R,2.74607,JIUL01,31,2815,2634
GCA_000640935.1,22,15,37,VET0077R,2.8436,JIUK01,45,2952,2746
GCA_000640955.1,23,15,38,VET0080R,2.7839,JIUI01,40,2874,2695
GCA_000640975.1,23,15,38,VET0083R,2.75785,JIUG01,28,2862,2682
GCA_000640995.1,23,15,38,VET0084R,2.80464,JIUF01,43,2908,2712
GCA_000641015.1,23,15,38,VET0085R,2.80485,JIUE01,43,2909,2710
GCA_000641035.1,23,15,38,VET0086R,2.75673,JIUD01,30,2866,2682
GCA_000641055.1,23,15,38,VET0087R,2.7392,JIUC01,26,2830,2657
GCA_000641075.1,21,15,36,VET0088R,2.80608,JIUB01,59,2916,2703
GCA_000641095.1,23,15,38,VET0089R,2.84755,JIUA01,20,2969,2789
GCA_000641115.1,23,15,38,VET0090R,2.82816,JITZ01,40,2954,2764
GCA_000641135.1,21,14,35,VET0091R,2.82011,JITY01,42,2946,2752
GCA_000641155.1,23,15,38,VET0092R,2.82916,JITX01,45,2957,2762
GCA_000641175.1,24,15,39,VET0093R,2.84015,JITW01,49,2979,2783
GCA_000641195.1,24,15,39,VET0094R,2.82762,JITV01,36,2959,2774
GCA_000641215.1,23,15,38,VET0095R,2.87828,JITU01,40,3004,2812
GCA_000641235.1,23,15,38,VET0097R,2.76809,JITT01,37,2837,2679
GCA_000641255.1,23,15,38,VET0098R,2.85657,JITS01,40,2981,2794
GCA_000641275.1,23,15,38,VET0099R,2.84995,JITR01,45,2973,2793
GCA_000641295.1,22,14,36,VET0101R,2.75707,JITQ01,39,2852,2667
GCA_000641315.1,22,14,36,VET0103R,2.75384,JITO01,32,2846,2661
GCA_000641335.1,23,15,38,VET0104R,2.76146,JITN01,31,2858,2678
GCA_000641355.1,23,15,38,VET0105R,2.85499,JITM01,63,3007,2808
GCA_000641375.1,23,15,38,VET0107R,2.81602,JITL01,47,2926,2742
GCA_000641395.1,23,16,39,VET0110R,2.78932,JITK01,35,2875,2695
GCA_000641415.1,23,15,38,VET0112R,2.76687,JITI01,35,2853,2684
GCA_000641435.1,24,15,39,VET0114R,2.8441,JITG01,59,2977,2773
GCA_000641455.1,21,14,35,VET0115R,2.81594,JITF01,48,2948,2744
GCA_000641475.1,21,14,35,VET0116R,2.80224,JITE01,47,2938,2741
GCA_000641495.1,24,15,39,VET0117R,2.81525,JITD01,39,2954,2757
GCA_000641515.1,23,15,38,VET0119R,2.7707,JITC01,29,2876,2689
GCA_000641535.1,23,15,38,VET0123R,2.80869,JITA01,40,2905,2713
GCA_000641555.1,23,15,38,VET0124R,2.79643,JISZ01,41,2905,2715
GCA_000641575.1,21,14,35,VET0126R,2.78432,JISX01,49,2871,2696
GCA_000641595.1,23,15,38,VET0127R,2.78691,JISW01,38,2886,2701
GCA_000641615.1,23,15,38,VET0128R,2.81962,JISV01,47,2925,2728
GCA_000641635.1,23,15,38,VET0129R,2.89398,JISU01,19,3013,2830
GCA_000641655.1,23,15,38,VET0130R,2.79824,JIST01,36,2914,2719
GCA_000641675.1,23,15,38,VET0132R,2.84154,JISS01,40,2982,2785
GCA_000641695.1,23,15,38,VET0133R,2.84624,JISR01,60,2984,2773
GCA_000641715.1,23,15,38,VET0134R,2.7808,JISQ01,34,2900,2701
GCA_000641735.1,23,16,39,VET0140R,2.78304,JISO01,34,2895,2706
GCA_000641755.1,23,15,38,VET0148R,2.77546,JISM01,24,2878,2696
GCA_000641775.1,23,15,38,VET0151R,2.76293,JISK01,33,2862,2678
GCA_000641795.1,21,14,35,VET0152R,2.81299,JISJ01,56,2944,2739
GCA_000641815.1,21,14,35,VET0155R,2.82032,JISH01,55,2950,2749
GCA_000641835.1,23,14,37,VET0156R,2.83706,JISG01,43,2970,2780
GCA_000641855.1,23,15,38,VET0161R,2.83453,JISC01,30,2961,2773
GCA_000641875.1,22,14,36,VET0162R,2.7826,JISB01,32,2895,2703
GCA_000641895.1,21,14,35,VET0164R,2.76945,JISA01,43,2884,2679
GCA_000641915.1,23,15,38,VET0165R,2.80032,JIRZ01,59,2913,2734
GCA_000641935.1,21,14,35,VET0166R,2.80275,JIRY01,61,2918,2705
GCA_000641955.1,21,14,35,VET0167R,2.76041,JIRX01,47,2870,2678
GCA_000641975.1,23,15,38,VET0171R,2.82071,JIRW01,37,2930,2737
GCA_000641995.1,23,15,38,VET0176R,2.77359,JIRV01,37,2876,2695
GCA_000642015.1,23,15,38,VET0177R,2.76975,JIRU01,31,2889,2702
GCA_000642035.1,23,15,38,VET0178R,2.7933,JIRT01,40,2899,2734
GCA_000642055.1,23,15,38,VET0179R,2.80008,JIRS01,46,2938,2738
GCA_000642075.1,22,15,37,VET0180R,2.79795,JIRR01,33,2914,2723
GCA_000642095.1,21,14,35,VET0188R,2.81155,JIRO01,39,2935,2741
GCA_000642115.1,21,14,35,VET0189R,2.80279,JIRN01,40,2928,2738
GCA_000642135.1,23,15,38,VET0190R,2.8443,JIRM01,55,2986,2793
GCA_000642155.1,23,15,38,VET0192R,2.84187,JIRK01,57,2967,2771
GCA_000642175.1,23,15,38,VET0193R,2.75862,JIRJ01,35,2844,2680
GCA_000642195.1,23,16,39,VET0194R,2.78784,JIRI01,52,2898,2714
GCA_000642215.1,23,16,39,VET0195R,2.77776,JIRH01,39,2884,2696
GCA_000642235.1,21,14,35,VET0198R,2.79849,JIRF01,45,2934,2736
GCA_000642255.1,23,15,38,VET0200R,2.78045,JIRE01,42,2892,2715
GCA_000642275.1,23,15,38,VET0212R,2.82962,JIRC01,40,2944,2761
GCA_000642295.1,23,15,38,VET0213R,2.83747,JIRB01,35,2966,2780
GCA_000642315.1,23,15,38,VET0214R,2.85168,JIRA01,47,2981,2787
GCA_000642335.1,21,14,35,VET0215R,2.81439,JIQZ01,48,2950,2747
GCA_000642355.1,21,14,35,VET0216R,2.81141,JIQY01,63,2948,2741
GCA_000642375.1,21,14,35,VET0217R,2.80872,JIQX01,55,2951,2742
GCA_000642395.1,21,14,35,VET0218R,2.80055,JIQW01,46,2944,2743
GCA_000642415.1,21,14,35,VET0221R,2.79285,JIQU01,48,2902,2702
GCA_000642435.1,23,16,39,VET0222R,2.79332,JIQT01,45,2925,2718
GCA_000642455.1,22,14,36,VET0224R,2.78861,JIQS01,40,2900,2705
GCA_000642475.1,23,15,38,VET0227R,2.75919,JIQR01,30,2850,2670
GCA_000642495.1,21,14,35,VET0228R,2.80545,JIQQ01,51,2916,2708
GCA_000642515.1,23,15,38,VET0230R,2.88105,JIQO01,43,3006,2813
GCA_000642535.1,23,15,38,VET0236R,2.82297,JIQL01,29,2945,2767
GCA_000642555.1,23,14,37,VET0237R,2.84061,JIQK01,39,2951,2775
GCA_000642575.1,23,15,38,VET0241R,2.80593,JIQJ01,33,2931,2744
GCA_000642595.1,23,16,39,VET0243R,2.84151,JIQI01,39,2966,2778
GCA_000642615.1,23,15,38,VET0247R,2.80057,JIQG01,34,2907,2718
GCA_000642635.1,23,15,38,VET0249R,2.82622,JIQF01,33,2955,2776
GCA_000642655.1,21,15,36,VET0252R,2.80484,JIQD01,47,2911,2710
GCA_000642675.1,21,15,36,VET0253R,2.78865,JIQC01,43,2891,2699
GCA_000642695.1,23,15,38,VET0254R,2.78484,JIQB01,29,2880,2699
GCA_000642715.1,23,17,40,VET0256R,2.81986,JIQA01,73,2946,2732
GCA_000642735.1,23,15,38,VET0259R,2.82718,JIPZ01,27,2927,2758
GCA_000642755.1,21,14,35,VET0260R,2.8084,JIPY01,37,2916,2741
GCA_000642775.1,21,14,35,VET0261R,2.78003,JIPX01,43,2883,2686
GCA_000642795.1,21,14,35,VET0263R,2.78086,JIPW01,54,2882,2688
GCA_000642815.1,24,15,39,VET0267R,2.78139,JIPV01,27,2886,2709
GCA_000642835.1,23,15,38,VET0268R,2.80685,JIPU01,42,2933,2748
GCA_000642855.1,23,15,38,VET0269R,2.81983,JIPT01,47,2926,2761
GCA_000642875.1,23,14,37,VET0270R,2.73868,JIPS01,34,2812,2621
GCA_000642895.1,23,14,37,VET0271R,2.73823,JIPR01,36,2773,2620
GCA_000642915.1,23,15,38,VET0275R,2.80776,JIPQ01,43,2927,2730
GCA_000642935.1,23,15,38,VET0278R,2.8197,JIPP01,57,2950,2761
GCA_000642955.1,23,15,38,VET0279R,2.75814,JIPO01,29,2867,2681
GCA_000642975.1,23,15,38,VET0280R,2.76712,JIPN01,34,2871,2681
GCA_000642995.1,21,14,35,VET0282R,2.81115,JIPM01,42,2937,2743
GCA_000643015.1,23,16,39,VET0283R,2.84053,JIPL01,37,2941,2744
GCA_000643035.1,23,15,38,VET0284R,2.82964,JIPK01,51,2966,2770
GCA_000643055.1,21,14,35,VET0286R,2.75384,JIPJ01,43,2875,2679
GCA_000643075.1,23,15,38,VET0287R,2.83471,JIPI01,37,2931,2740
GCA_000643095.1,23,15,38,VET0288R,2.75751,JIPH01,33,2849,2676
GCA_000643115.1,23,15,38,VET0289R,2.73729,JIPG01,25,2841,2658
GCA_000643135.1,23,15,38,VET0290R,2.73288,JIPF01,23,2834,2655
GCA_000643155.1,23,15,38,VET0291R,2.72817,JIPE01,22,2834,2654
GCA_000643175.1,24,15,39,VET0292R,2.81185,JIPD01,33,2957,2768
GCA_000643195.1,23,15,38,VET0294R,2.73623,JIPB01,29,2836,2653
GCA_000643215.1,23,15,38,VET0295R,2.74606,JIPA01,32,2840,2656
GCA_000643235.1,21,14,35,VET0296R,2.81284,JIOZ01,47,2936,2741
GCA_000643255.1,23,15,38,VET0297R,2.73254,JIOY01,28,2844,2657
