Assembly, pident, qcovs, Qval,Strain,Size (Mb),WGS,Scaffolds,Genes,Proteins
GCA_001722595.1,10,13,23,NML151290,2.7827,MEGZ01,8,2935,2779
GCA_001735645.1,0,10,10,NA,NA,NA,NA,NA,NA
GCA_001743105.1,23,15,38,IF6SW-P2,2.83352,MIZI01,197,2906,2718
GCA_001743125.1,23,15,38,IF6SW-P2-RA,2.84118,MIZK01,227,2898,2712
GCA_001743135.1,23,15,38,IF6SW-P3A-RA,2.85531,MIZL01,255,2919,2725
GCA_001743195.1,13,17,30,IF7SW-P3,2.9497,MIZM01,448,2991,2782
GCA_001743215.1,23,16,39,IIF8SW-P1,2.81099,MIZP01,141,2879,2709
GCA_001743235.1,23,15,38,IIF6SW-P3,2.83183,MIZO01,191,2900,2711
GCA_001743265.1,23,15,38,IIF6SW-P2-RA,2.82976,MIZR01,191,2906,2714
GCA_001743275.1,23,15,38,IIF6SW-P3-RA,2.83895,MIZS01,213,2917,2719
GCA_001743285.1,23,15,38,IIF8SW-P2,2.82892,MIZQ01,189,2902,2714
GCA_001743305.1,23,15,38,IIF8SW-P1-RA,2.83992,MIZT01,199,2901,2719
GCA_001743495.1,22,17,39,IIF6SW-P2,2.87694,MIZN01,307,2950,2738
GCA_001756645.1,9,15,24,VB23686,2.76211,MANS01,72,2870,2682
GCA_001756665.1,13,12,25,VB31683,2.7724,MANT01,124,2865,2673
GCA_001854955.1,9,17,26,VB16578,2.78507,MLQD01,97,2890,2694
GCA_001854965.1,13,13,26,VB9882,2.77127,MLQI01,104,2870,2694
GCA_001854975.1,7,12,19,VB35316,2.76723,MLQC01,64,2876,2711
GCA_001855035.1,12,11,23,VB44094,2.76835,MLQH01,95,2867,2701
GCA_001855045.1,11,15,26,VB43011,2.76972,MLQJ01,48,2880,2716
GCA_001855075.1,22,15,37,2016,2.72209,MLQA01,74,2818,2629
GCA_001855085.1,10,18,28,VB1490,2.97218,MLQB01,120,3169,2879
GCA_001855115.1,15,16,31,VB44746,2.83329,MLQF01,176,2950,2752
GCA_001855145.1,10,15,25,VB46389,2.78837,MLQG01,167,2852,2676
GCA_001879295.1,12,13,25,ATCC 29213,2.84759,MOPB01,86,3011,2792
GCA_001899895.1,11,14,25,SA_103,2.78913,MKYX01,48,2918,2786
GCA_001899925.1,24,15,39,SA_107,2.8325,MKYY01,106,2925,2769
GCA_001899935.1,24,16,40,SA_123,2.71511,MKYZ01,21,2779,2637
GCA_001899965.1,23,15,38,SA_520,2.69764,MKZA01,34,2748,2613
GCA_001899975.1,7,13,20,SA_10009,2.74997,MKZB01,41,2861,2717
GCA_001900005.1,6,12,18,SA_70002,2.67955,MKZD01,31,2747,2619
GCA_001900015.1,10,14,24,SA_10014,2.71297,MKZC01,47,2804,2677
GCA_001900045.1,26,16,42,SA_80001,2.7651,MKZE01,73,2863,2688
GCA_001900065.1,11,14,25,SA_80004,2.77143,MKZF01,30,2870,2749
GCA_001900085.1,8,10,18,SA_170006,2.93915,MKZG01,197,3049,2905
GCA_001900095.1,21,14,35,SA_170015,2.74959,MKZH01,27,2824,2696
GCA_001900115.1,9,11,20,SA_180009,2.79825,MKZI01,36,2897,2782
GCA_001900145.1,5,14,19,SA_180015,2.75672,MKZJ01,49,2869,2762
GCA_001900165.1,6,12,18,SA_190006,2.76544,MKZK01,78,2865,2736
GCA_001921685.1,88,51,139,C18,2.63002,MSFF01,123,2574,2443
GCA_001921695.1,12,14,26,C80,2.69228,MSFE01,36,2751,2655
GCA_001940425.1,23,16,39,55488,2.75228,LAWV01,45,2830,2683
GCA_001953735.1,11,14,25,Wood 46,2.82095,MTFQ01,44,2986,2777
GCA_001982965.1,14,16,30,AL-699,2.76785,MOMP01,48,2866,2708
GCA_001982975.1,13,16,29,AL-492,2.77959,MOMQ01,67,2863,2702
GCA_001983025.1,13,16,29,MT-0541,2.67858,MOMR01,97,2757,2589
GCA_001983065.1,13,17,30,AL-704,2.70379,MOMS01,152,2802,2626
GCA_001983085.1,13,17,30,MT-0509,2.69404,MOMU01,154,2782,2610
GCA_001983095.1,13,17,30,MT-0557,2.73468,MOMT01,202,2866,2677
GCA_001983125.1,13,16,29,MT-0363,2.75442,MOMV01,37,2852,2697
GCA_001996415.1,6,14,20,Transconjugant 23A,2.63335,MTJB01,65,2726,2625
GCA_001996465.1,6,15,21,Transconjugant 21A,2.64986,MTJA01,63,2772,2646
GCA_001996485.1,6,13,19,Transconjugant 1A,2.66954,MUDT01,67,2753,2655
GCA_001996505.1,10,32,42,RN4220RS,2.59654,MUDS01,626,2753,2525
GCA_001996525.1,7,15,22,Transconjugant 8B,2.70044,MUDU01,109,2825,2719
GCA_001996545.1,7,15,22,Transconjugant 1B,2.70007,MUDV01,52,2849,2720
GCA_001996565.1,8,29,37,Transconjugant 2B,2.64641,MUDW01,623,2831,2590
GCA_001996585.1,5,14,19,Transconjugant 4B,2.70205,MUDY01,60,2819,2716
GCA_001996605.1,5,14,19,Transconjugant 3B,2.66603,MUDX01,70,2817,2686
GCA_001996625.1,3,24,27,DAR6247,2.75178,MUEA01,680,2948,2688
GCA_001996635.1,7,15,22,Transconjugant 6B,2.69616,MUDZ01,59,2811,2713
GCA_001996665.1,6,13,19,Transconjugant 22A,2.67274,MTJC01,60,2765,2662
GCA_001996685.1,6,14,20,Transconjugant 3A,2.67166,MUEC01,55,2758,2655
GCA_001996715.1,6,14,20,Transconjugant 7B,2.70003,MUED01,69,2817,2714
GCA_001996725.1,6,16,22,Transconjugant 2A,2.66832,MUEB01,72,2749,2647
GCA_001996765.1,6,15,21,Transconjugant 4A,2.66707,MUDG01,87,2758,2661
GCA_001996785.1,6,14,20,Transconjugant 9A,2.67006,MUDI01,53,2791,2662
GCA_001996795.1,6,14,20,Transconjugant 10A,2.66975,MUDJ01,72,2782,2659
GCA_001996805.1,8,19,27,Transconjugant 5A,2.65569,MUDH01,144,2764,2650
GCA_001996845.1,6,14,20,Transconjugant 11A,2.66859,MUDK01,79,2759,2653
GCA_001996865.1,6,14,20,Transconjugant 14A,2.66976,MUDN01,50,2764,2661
GCA_001996875.1,6,14,20,Transconjugant 13A,2.66864,MUDM01,63,2759,2658
GCA_001996885.1,6,13,19,Transconjugant 12A,2.66986,MUDL01,69,2765,2661
GCA_001996925.1,6,14,20,Transconjugant 15A,2.67078,MUDO01,53,2755,2658
GCA_001996945.1,6,15,21,Transconjugant 17A,2.67095,MUDQ01,60,2757,2660
GCA_001996955.1,6,14,20,Transconjugant 18A,2.67199,MUDR01,60,2763,2662
GCA_001996965.1,6,15,21,Transconjugant 16A,2.67235,MUDP01,69,2763,2659
GCA_001997005.1,6,14,20,Transconugant 19A,2.67095,MUEE01,63,2757,2657
GCA_001997025.1,7,13,20,Transconjugant 20A,2.67048,MUEF01,58,2762,2661
GCA_001998335.1,6,13,19,Transconjugant 6A,2.66832,MUEG01,63,2782,2662
GCA_002077235.1,12,20,32,ST425,2.6906,LUFG01,327,2761,2538
GCA_002085545.1,0,10,10,MEH7,2.9117,MUIS01,75,3070,2950
GCA_002085555.1,0,10,10,MEH1,2.91497,MUIR01,66,3072,2953
GCA_002096985.1,8,12,20,698,2.79409,NAIB01,175,2915,2745
GCA_002097015.1,23,20,43,516,2.76,NAIC01,422,2864,2636
GCA_002097025.1,9,16,25,103,2.78689,NAID01,240,2932,2757
GCA_002097045.1,4,29,33,822,2.78404,NAIF01,864,2967,2714
GCA_002097075.1,3,14,17,734,2.86652,NAIG01,160,3023,2891
GCA_002097115.1,4,19,23,723,2.85295,NAIH01,308,3014,2854
GCA_002097125.1,3,16,19,58,2.91976,NAIJ01,267,3109,2950
GCA_002097135.1,4,17,21,673,2.88213,NAIK01,407,3054,2893
GCA_002097165.1,4,19,23,580,2.84884,NAIL01,443,3034,2836
GCA_002097195.1,13,20,33,616,2.74842,NAIM01,535,2854,2639
GCA_002097205.1,14,14,28,622,2.7827,NAIO01,270,2887,2688
GCA_002097225.1,15,24,39,619,2.68699,NAIP01,820,2787,2492
GCA_002097245.1,15,30,45,34,2.73323,NAIS01,1213,2883,2516
GCA_002097265.1,15,16,31,Q13/1/305,2.73355,NAIW01,223,2782,2631
GCA_002097285.1,14,18,32,38,2.76205,NAIR01,677,2865,2630
GCA_002097435.1,12,20,32,728,2.73359,NAIE01,435,2899,2668
GCA_002097445.1,6,17,23,612,2.91301,NAII01,162,3104,2967
GCA_002097495.1,16,32,48,809,2.69515,NAIN01,1059,2849,2517
GCA_002097505.1,15,23,38,428,2.73174,NAIQ01,641,2794,2565
GCA_002097515.1,10,13,23,773,2.78283,NAIT01,220,2872,2675
GCA_002099175.1,23,17,40,Sa52,2.76242,NBNF01,145,2848,2690
GCA_002104815.1,23,15,38,V13/2/439,2.77967,NAQM01,216,2857,2672
GCA_002105325.1,11,15,26,MS4_LZD100,2.74321,JXMJ01,105,2807,2669
GCA_002124025.1,11,12,23,CFSA114,2.86046,NDSB01,117,2964,2840
GCA_002125155.1,10,12,22,CFSA095,2.79421,NDSS01,132,2877,2752
GCA_002131825.1,11,13,24,HU09-1102016,2.89325,MSRD01,161,3030,2869
GCA_002131855.1,11,13,24,HU09-1102013,2.93425,MSRE01,119,3072,2925
GCA_002135085.1,12,16,28,VB3985,2.81161,NBSJ01,167,2867,2677
GCA_002135105.1,24,20,44,VB4283,2.79642,NBSI01,78,2879,2646
GCA_002140165.1,9,11,20,RB219,2.84811,NGFK01,3,2950,2792
GCA_002141045.1,5,11,16,RB210,2.78387,NGFJ01,9,2857,2667
GCA_002188425.1,12,17,29,SCPM-O-B-7906,2.70079,NIDD01,48,2780,2553
GCA_002188455.1,11,17,28,SCPM-O-B-7905,2.70443,NIDB01,40,2788,2609
GCA_002204735.1,23,15,38,S681,2.81734,NISC01,30,2923,2754
GCA_002208335.1,21,13,34,SA13-192,2.71468,LNJF01,61,2818,2659
GCA_002208345.1,25,17,42,SA33924,2.86823,LNKW01,98,3038,2847
GCA_002208375.1,22,14,36,SA13-246,2.6851,LNJK01,26,2757,2592
GCA_002208395.1,22,14,36,SA10-285,2.67948,LNJH01,25,2760,2600
GCA_002208415.1,22,14,36,SA10-17,2.75887,LNJG01,44,2853,2696
GCA_002208435.1,21,13,34,SA14-118,2.69304,LNJL01,27,2770,2608
GCA_002208455.1,21,14,35,SA12-154,2.7672,LNJJ01,31,2906,2735
GCA_002208475.1,23,16,39,SA14-265,2.74422,LNJM01,49,2835,2680
GCA_002208485.1,21,15,36,SA14-613,2.73027,LNJN01,34,2819,2654
GCA_002208515.1,23,16,39,SA33972,2.84156,LNKX01,35,2953,2769
GCA_002208535.1,21,13,34,SA11-192,2.69896,LNJI01,25,2778,2610
GCA_002208555.1,21,13,34,SA14-639,2.7079,LNJO01,28,2774,2611
GCA_002209825.1,0,11,11,H5/16,2.88308,NKCS01,75,3047,2891
GCA_002209835.1,0,11,11,H4/16,2.88863,NKCT01,121,3059,2872
GCA_002209845.1,7,17,24,H6/16,2.71998,NKCR01,188,2785,2684
GCA_002209885.1,0,10,10,W1,3.00122,NKCX01,380,3065,2907
GCA_002209895.1,0,10,10,H2/16,2.89002,NKCV01,228,3053,2881
GCA_002209905.1,0,10,10,H8/16,2.8755,NKCP01,173,3053,2867
GCA_002209945.1,0,11,11,H3/16,2.85939,NKCU01,142,3031,2862
GCA_002209955.1,0,10,10,H1/16,2.87007,NKCW01,48,3030,2874
GCA_002210005.1,7,20,27,H7/16,2.88935,NKCQ01,284,3042,2885
GCA_002221815.1,23,15,38,ABFQT,2.87434,LYLV01,106,2967,2776
GCA_002221845.1,11,14,25,AATYQ,2.76551,LYLW01,39,2836,2690
GCA_002221895.1,7,13,20,ABKWS,2.74201,LYLS01,77,2864,2687
GCA_002221905.1,26,16,42,ABKWT,2.80508,LYLR01,90,2902,2699
GCA_002224825.1,23,18,41,SO-1977,2.82764,NFZY01,151,2935,2736
GCA_002247005.1,14,14,28,TSAR03,2.76265,NADC01,71,2858,2665
GCA_002247015.1,11,13,24,TSAR01,2.83643,NADA01,68,2962,2796
GCA_002247045.1,14,14,28,TSAR04,2.81283,NADD01,75,2938,2741
GCA_002247065.1,14,14,28,QR502,2.79288,NADI01,63,2914,2721
GCA_002247085.1,14,14,28,TSAR06,2.76193,NADF01,66,2862,2669
GCA_002247105.1,14,14,28,TSAR08,2.82039,NADG01,86,2953,2750
GCA_002247125.1,13,14,27,TSAR07,2.81033,NADH01,66,2944,2743
GCA_002247245.1,14,14,28,TSAR02,2.81352,NADB01,69,2935,2740
GCA_002247315.1,11,12,23,TSAR05,2.90087,NADE01,53,3063,2890
GCA_002250135.1,13,15,28,IBUN9014YSA,2.70373,NCAE01,115,2783,2620
GCA_002250725.1,21,15,36,ABOJF,2.70172,NMZD01,60,2784,2600
GCA_002250785.1,0,11,11,ABOJE,2.92454,NMZE01,75,3099,2951
GCA_002250795.1,10,13,23,ABKWU,2.78305,NMZG01,142,2887,2705
GCA_002250865.1,25,15,40,ABFQX,2.83326,NMZF01,54,2964,2770
GCA_002259985.1,12,17,29,UA872,2.83912,MIID01,467,3028,2775
GCA_002259995.1,10,16,26,UA796,2.89204,MIIE01,314,3054,2854
GCA_002260005.1,9,13,22,UB526,2.89074,MIIB01,230,3040,2893
GCA_002260015.1,10,17,27,UB345,2.83379,MIIC01,292,2969,2780
GCA_002260065.1,9,13,22,UB583,2.88696,MIIA01,209,3007,2859
GCA_002260075.1,2,20,22,UC309,2.8731,MIHY01,428,3073,2854
GCA_002260085.1,9,15,24,UB657,2.78776,MIHZ01,483,2878,2691
GCA_002260105.1,3,13,16,UC312,2.82297,MIHX01,108,2920,2803
GCA_002260145.1,3,14,17,UC622,2.83339,MIHW01,132,2948,2815
GCA_002260165.1,9,13,22,UCL409,2.8645,MIHV01,161,3010,2840
GCA_002260175.1,10,11,21,UCL720,2.90017,MIHU01,177,3061,2883
GCA_002260185.1,9,12,21,UG875,2.87574,MJHY01,175,3018,2858
GCA_002260225.1,9,14,23,UG982,2.82221,MIHQ01,215,2889,2758
GCA_002260245.1,12,12,24,UP106,2.89291,MJIA01,386,3056,2835
GCA_002260265.1,7,16,23,UP1073,2.87783,MIHO01,291,3026,2851
GCA_002260275.1,9,16,25,UP109,2.87865,MIHN01,247,2979,2828
GCA_002260285.1,9,12,21,UP703,2.84124,MIHM01,139,2983,2827
GCA_002260315.1,10,16,26,UP954,2.88715,MIHL01,236,3064,2879
GCA_002260345.1,1,12,13,UE220,2.89018,MIHT01,179,3048,2909
GCA_002260355.1,9,14,23,UG1092,2.85824,MIHS01,249,2970,2823
GCA_002260365.1,2,14,16,UV695,2.89158,MIHJ01,468,3047,2856
GCA_002260385.1,10,18,28,UG258,2.82621,MIHR01,350,2955,2789
GCA_002260425.1,10,11,21,UP1072,2.91144,MIHP01,253,3067,2884
GCA_002260435.1,9,17,26,UV1026,2.87136,MIHK01,399,3031,2826
GCA_002260445.1,23,16,39,UV1167,2.83414,MJHZ01,166,2954,2748
GCA_002260455.1,2,12,14,UMX773,2.86078,MJHX01,179,3013,2854
GCA_002260505.1,3,13,16,UV699,2.81544,MIHI01,269,2903,2773
GCA_002267065.1,1,11,12,UC51,2.90263,LGWV01,70,3049,2916
GCA_002267075.1,9,10,19,UC16,2.81665,LGTV01,84,2933,2790
GCA_002267105.1,1,11,12,UC151,2.84278,LGXA01,49,2973,2854
GCA_002267125.1,6,11,17,UP72,2.89756,LGWY01,108,3039,2888
GCA_002267135.1,8,12,20,UC54,2.79554,LGWW01,45,2911,2754
GCA_002267145.1,6,12,18,UP81,2.90145,LGWZ01,98,3036,2889
GCA_002267155.1,1,11,12,UV170,2.844,LGXC01,44,2984,2856
GCA_002267205.1,1,12,13,UE181,2.81744,LGXD01,53,2925,2815
GCA_002267215.1,5,12,17,UE200,2.72058,LGXF01,61,2811,2664
GCA_002267225.1,10,12,22,UE215,2.76776,LGXI01,105,2895,2717
GCA_002267265.1,3,11,14,UE232,2.86161,LGXJ01,55,3001,2888
GCA_002267285.1,3,13,16,UC311,2.81978,LGXM01,54,2933,2811
GCA_002267295.1,9,14,23,UC330,2.75041,LGXO01,38,2848,2694
GCA_002267325.1,7,12,19,UCL378,2.85973,LGWM01,78,2971,2837
GCA_002267345.1,1,11,12,UE201,2.83794,LGWO01,51,2961,2841
GCA_002267365.1,4,11,15,UC60,2.78161,LGWX01,50,2888,2771
GCA_002267385.1,9,13,22,UV165,2.81246,LGXB01,60,2902,2771
GCA_002267405.1,10,11,21,UCL371,2.88944,LGXQ01,103,3039,2872
GCA_002267415.1,9,13,22,NA,NA,NA,NA,NA,NA
GCA_002267425.1,3,13,16,UV185,2.90491,LGXE01,92,3069,2932
GCA_002267445.1,1,11,12,UE203,2.83005,LGXG01,54,2945,2834
GCA_002267485.1,1,11,12,UE206,2.81808,LGXH01,42,2942,2824
GCA_002267495.1,9,11,20,UG268,2.81119,LGXK01,51,2911,2783
GCA_002267525.1,0,10,10,UC313,2.82907,LGXN01,60,2955,2829
GCA_002267535.1,9,12,21,UC279,2.84925,LGXL01,54,2957,2827
GCA_002267565.1,1,11,12,UC334,2.8423,LGXP01,53,2967,2849
GCA_002267575.1,1,12,13,UC325,2.88122,LGWN01,71,3031,2904
GCA_002267605.1,9,10,19,NA,NA,NA,NA,NA,NA
GCA_002267625.1,6,11,17,UB563,2.90449,LGWS01,102,3037,2883
GCA_002267645.1,9,11,20,UB590,2.85431,LGWU01,101,2990,2839
GCA_002267665.1,11,13,24,UB605,2.84255,LGWD01,55,2954,2830
GCA_002267685.1,9,11,20,UB512,2.85235,LGWR01,64,2957,2833
GCA_002267695.1,9,11,20,UB572,2.84977,LGWT01,52,2954,2835
GCA_002267705.1,9,11,20,UB594,2.76887,LGWC01,56,2858,2725
GCA_002267745.1,3,13,16,UC623,2.85914,LGWE01,145,2945,2824
GCA_002267765.1,9,11,20,UMX777,2.84011,LGWI01,56,2942,2811
GCA_002267775.1,0,10,10,UMX750,2.84209,LGWF01,94,2986,2841
GCA_002267785.1,5,12,17,UA813,2.71947,LGWK01,50,2802,2657
GCA_002267825.1,1,12,13,UC916,2.81551,LGXS01,185,2943,2799
GCA_002267845.1,22,13,35,UA939,2.77758,LGXX01,56,2857,2685
GCA_002267855.1,9,14,23,UG944,2.79811,LGXY01,87,2893,2771
GCA_002267865.1,9,11,20,UG993,2.85266,LGVX01,60,2962,2831
GCA_002267905.1,0,10,10,UC1001,2.83744,LGVY01,56,2961,2840
GCA_002267925.1,2,12,14,UV1151,2.75999,LGWA01,38,2842,2724
GCA_002267935.1,9,11,20,UV1155,2.87673,LGWB01,93,3012,2857
GCA_002267965.1,9,11,20,UB670,2.83208,LGYL01,84,2946,2808
GCA_002267985.1,0,10,10,UMX772,2.85534,LGWH01,54,2981,2859
GCA_002267995.1,9,21,30,UB662,2.82353,LGYK01,333,2933,2778
GCA_002268005.1,10,13,23,UMX753,2.80409,LGWG01,59,2899,2762
GCA_002268035.1,9,11,20,UP788,2.92015,LGWJ01,150,3075,2903
GCA_002268065.1,11,13,24,UG834,2.79686,LGWL01,44,2905,2785
GCA_002268085.1,7,12,19,UA913,2.80115,LGXR01,60,2901,2775
GCA_002268105.1,22,13,35,UA923,2.77567,LGXT01,60,2853,2681
GCA_002268125.1,7,11,18,UA925,2.80222,LGXU01,55,2907,2776
GCA_002268135.1,22,13,35,UA935,2.763,LGXV01,53,2829,2659
GCA_002268145.1,7,12,19,UA938,2.80506,LGXW01,66,2917,2790
GCA_002268185.1,10,12,22,UP1027,2.87102,LGVZ01,134,3033,2856
GCA_002268195.1,9,11,20,UB599,2.74023,LGYJ01,76,2800,2677
GCA_002554295.1,10,13,23,FDAARGOS_359,2.85088,PDDS01,3,2948,2736
GCA_002571445.1,12,13,25,L401,2.83159,PDEY01,55,2973,2780
GCA_002574055.1,26,14,40,HD1410,2.84771,NXFH01,38,2957,2762
GCA_002574065.1,15,13,28,303L,2.81595,NXFI01,20,2961,2756
GCA_002607665.1,2,12,14,P333,2.83424,LSGO01,2,2980,2836
GCA_002608455.1,9,12,21,1690,2.94837,LFXH01,104,3098,2953
GCA_002608525.1,9,12,21,1691,2.94695,LFXI01,110,3101,2952
GCA_002734405.1,17,25,42,C4,2.60242,LELU01,333,2801,2508
GCA_002734455.1,11,15,26,A5,2.80764,LELM01,88,2933,2782
GCA_002738585.1,6,18,24,smg11,2.75044,NESV01,179,2913,2711
GCA_002741955.1,9,11,20,VA102_B0,2.8805,MKKL01,25,3016,2855
GCA_002760495.1,12,14,26,HST-116,2.78729,AWSL01,25,2952,2768
GCA_002780385.1,9,13,22,RUH-99,2.79474,NHZX01,66,2934,2768
GCA_002780395.1,10,14,24,RUH-2,2.71273,NHZU01,72,2804,2643
GCA_002780425.1,10,14,24,RUH-71,2.71366,NHZV01,71,2808,2646
GCA_002780445.1,9,13,22,RUH-98,2.79232,NHZW01,72,2925,2766
GCA_002798125.1,9,14,23,549,2.8265,PGGL01,36,2963,2797
GCA_002843845.1,14,21,35,MR3,2.70048,PJLW01,550,2853,2560
GCA_002884555.1,25,14,39,UMB0910,2.86807,PNGH01,43,2959,2745
GCA_002887295.1,6,17,23,UA757,2.88873,LPWL01,345,3075,2887
GCA_002887305.1,11,19,30,UB514,2.84296,LPWK01,436,2972,2779
GCA_002887345.1,22,18,40,UA770,2.81932,LPWM01,319,2950,2725
GCA_002887375.1,12,16,28,UA825,2.8268,LPWP01,198,2954,2767
GCA_002887395.1,22,13,35,UA845,2.77824,LPWN01,91,2870,2687
GCA_002887415.1,12,12,24,UV179,2.80236,LPWQ01,113,2906,2745
GCA_002887445.1,24,16,40,UV1166,2.82535,LPWO01,155,2951,2754
GCA_002887475.1,5,12,17,UP1006,2.73324,LPWT01,77,2827,2682
GCA_002887495.1,4,23,27,UB576,2.92206,LPWS01,522,3125,2883
GCA_002887505.1,12,19,31,UCL369,2.86068,LPWR01,622,3046,2802
GCA_002896465.1,12,13,25,MS4L120,2.75054,JSXH01,90,2809,2667
GCA_002896515.1,11,12,23,K290-14U,2.79075,JTKL01,97,2913,2714
GCA_002900905.1,50,15,65,SH3,2.83587,CVOU01,21,2842,2682
GCA_002904645.1,6,14,20,HCW19_170215,2.71503,LKNW01,77,2838,2701
GCA_002904695.1,4,13,17,N21_100115,2.9269,LKNZ01,86,3091,2930
GCA_002904815.1,11,14,25,N04_011214,2.76505,LKOB01,25,2877,2729
GCA_002905355.1,11,13,24,N34_260215,2.72881,LKSW01,27,2801,2676
GCA_002905535.1,11,14,25,B26B_160215,2.76945,LKUM01,20,2872,2725
GCA_002905675.1,23,15,38,HCW21A_160215,2.71624,LKTI01,38,2750,2616
GCA_002909315.1,0,10,10,13C,2.84628,PQBI01,33,3003,2859
GCA_002909325.1,0,11,11,LAC,2.87214,PQBH01,38,3040,2886
GCA_002930565.1,14,15,29,HU-85a,2.73295,PKCG01,42,2848,2671
GCA_002934135.1,14,16,30,G703N1B1,2.80731,PGXA01,187,2867,2685
GCA_002935015.1,23,15,38,PR243B0,2.84844,PDVA01,248,2930,2726
GCA_002982345.1,11,12,23,BAA-1699,2.79221,PHUU01,33,2898,2753
GCA_002982375.1,9,11,20,Case8_N25c,2.88201,PHUV01,39,3043,2894
GCA_002982395.1,9,11,20,Case8_N25b,2.88434,PHUW01,43,3049,2899
GCA_002982415.1,9,11,20,Case8_N25a,2.88396,PHUX01,40,3046,2894
GCA_002982435.1,9,11,20,Case8_N0c,2.88153,PHUY01,37,3044,2896
GCA_002982455.1,9,11,20,Case8_N0b,2.88295,PHUZ01,40,3044,2896
GCA_002982475.1,9,11,20,Case8_N0a,2.87823,PHVA01,32,3041,2891
GCA_002982495.1,12,13,25,Case7_N1c,2.78058,PHVC01,55,2918,2706
GCA_002982515.1,9,11,20,Case8_B0,2.87899,PHVB01,34,3041,2891
GCA_002982535.1,12,13,25,Case7_N1b,2.77474,PHVD01,45,2910,2700
GCA_002982555.1,12,13,25,Case7_N1a,2.75236,PHVE01,142,2889,2682
GCA_002982575.1,9,11,20,Case7_N104c,2.89153,PHVF01,52,3057,2896
GCA_002982595.1,9,11,20,Case7_N104b,2.89227,PHVG01,50,3059,2891
GCA_002982615.1,9,11,20,Case7_N104a,2.88811,PHVH01,44,3052,2896
GCA_002982635.1,9,11,20,Case7_B0,2.88871,PHVI01,45,3052,2897
GCA_002982655.1,10,11,21,Case6_N122a,2.87392,PHVL01,55,3010,2849
GCA_002982675.1,9,11,20,Case6_N25,2.87475,PHVJ01,30,3011,2855
GCA_002982695.1,10,11,21,Case6_N122b,2.88256,PHVK01,39,3024,2862
GCA_002982715.1,9,11,20,Case6_N0b,2.88539,PHVN01,35,3023,2860
GCA_002982735.1,9,11,20,Case6_N0c,2.88476,PHVM01,34,3029,2861
GCA_002982755.1,9,11,20,Case6_B0,2.8805,PHVP01,25,3019,2858
GCA_002982775.1,9,11,20,Case6_N0a,2.88054,PHVO01,27,3022,2860
GCA_002982795.1,9,11,20,Case5_N0b,2.90836,PHVR01,57,3073,2907
GCA_002982815.1,9,11,20,Case5_N0c,2.90974,PHVQ01,60,3078,2910
GCA_002982825.1,9,11,20,Case5_N0a,2.8983,PHVS01,36,3065,2905
GCA_002982855.1,9,11,20,Case5_B0,2.90064,PHVT01,47,3072,2907
GCA_002982875.1,12,13,25,Case4_N56c,2.72306,PHVU01,41,2822,2619
GCA_002982895.1,12,13,25,Case4_N56b,2.72477,PHVV01,46,2823,2620
GCA_002982915.1,9,11,20,Case4_N56a,2.89902,PHVW01,44,3072,2905
GCA_002982925.1,8,11,19,Case4_N326,2.90554,PHVX01,32,3052,2884
GCA_002982955.1,8,11,19,Case4_N229,2.91362,PHVY01,37,3061,2889
GCA_002982975.1,8,11,19,Case4_N208,2.90739,PHVZ01,93,3061,2877
GCA_002982995.1,9,22,31,Case4_N0c,2.86987,PHWA01,377,3154,2794
GCA_002983015.1,9,11,20,Case4_N0b,2.89419,PHWB01,37,3063,2901
GCA_002983035.1,9,11,20,Case4_N0a,2.89738,PHWC01,44,3067,2901
GCA_002983055.1,9,11,20,Case4_B0,2.89508,PHWD01,37,3070,2904
GCA_002983075.1,11,13,24,Case3_N89,2.81056,PHWE01,24,2946,2806
GCA_002983095.1,11,13,24,Case3_N49,2.81015,PHWF01,35,2945,2805
GCA_002983115.1,11,13,24,Case3_N2c,2.81025,PHWG01,26,2948,2805
GCA_002983135.1,10,12,22,Case3_N2b,2.8402,PHWH01,72,2966,2823
GCA_002983155.1,11,13,24,Case3_N2a,2.80736,PHWI01,27,2946,2807
GCA_002983165.1,11,13,24,Case3_N108c,2.81365,PHWJ01,32,2952,2808
GCA_002983175.1,11,13,24,Case3_N108b,2.8203,PHWK01,45,2957,2814
GCA_002983215.1,11,13,24,Case3_N108a,2.8078,PHWL01,24,2948,2805
GCA_002983235.1,11,13,24,Case3_B0,2.80774,PHWM01,21,2948,2806
GCA_002983255.1,0,10,10,Case2_N13c,2.92745,PHWN01,85,3100,2921
GCA_002983275.1,0,10,10,Case2_N13a,2.88839,PHWP01,27,3064,2890
GCA_002983295.1,0,10,10,Case2_N13b,2.956,PHWO01,128,3131,2949
GCA_002983315.1,0,10,10,Case2_B0,2.88344,PHWQ01,28,3061,2882
GCA_002983335.1,3,12,15,Case1_N15c,2.90898,PHWR01,102,3098,2916
GCA_002983355.1,3,12,15,Case1_N15b,2.89354,PHWS01,82,3104,2907
GCA_002983375.1,3,12,15,Case1_N15a,2.87125,PHWT01,39,3076,2894
GCA_002983395.1,3,12,15,Case1_N11,2.86031,PHWU01,38,3052,2878
GCA_002983415.1,3,12,15,Case1_N0c,2.88655,PHWV01,72,3083,2898
GCA_002983425.1,3,12,15,Case1_N0b,2.88897,PHWW01,72,3086,2896
GCA_002983455.1,3,12,15,Case1_N0a,2.87804,PHWX01,52,3090,2901
